WKT,PIXEL,X,Y
"POLYGON ((-80.0966749094182 40.6189730160161,-80.096988959023 40.6279754036253,-80.0851732180734 40.6282141077021,-80.0848607480501 40.6192116886455,-80.0966749094182 40.6189730160161))",139118,-80.09092,40.62359
"POLYGON ((-80.0848607480501 40.6192116886455,-80.0851732180734 40.6282141077021,-80.0733573934975 40.6284516072713,-80.0730465030894 40.619449156926,-80.0848607480501 40.6192116886455))",140118,-80.07911,40.62383
"POLYGON ((-80.0730465030894 40.619449156926,-80.0733573934975 40.6284516072713,-80.0615414857175 40.6286879023204,-80.061232174958 40.6196854208449,-80.0730465030894 40.619449156926))",141118,-80.06729,40.62407
"POLYGON ((-80.061232174958 40.6196854208449,-80.0615414857175 40.6286879023204,-80.0497254951556 40.6289229928368,-80.0494177640779 40.6199204803898,-80.061232174958 40.6196854208449))",142118,-80.05548,40.62430
"POLYGON ((-80.0494177640779 40.6199204803898,-80.0497254951556 40.6289229928368,-80.0379094222341 40.6291568788081,-80.0376032708712 40.6201543355483,-80.0494177640779 40.6199204803898))",143118,-80.04366,40.62454
"POLYGON ((-80.0376032708712 40.6201543355483,-80.0379094222341 40.6291568788081,-80.026093267375 40.629389560222,-80.0257886957598 40.6203869863079,-80.0376032708712 40.6201543355483))",144118,-80.03185,40.62477
"POLYGON ((-80.0257886957598 40.6203869863079,-80.026093267375 40.629389560222,-80.0142770310008 40.6296210370661,-80.0139740391659 40.6206184326564,-80.0257886957598 40.6203869863079))",145118,-80.02003,40.62500
"POLYGON ((-80.0139740391659 40.6206184326564,-80.0142770310008 40.6296210370661,-80.0024607135335 40.6298513093282,-80.0021593015116 40.6208486745815,-80.0139740391659 40.6206184326564))",146118,-80.00822,40.62524
"POLYGON ((-80.0021593015116 40.6208486745815,-80.0024607135335 40.6298513093282,-79.9906443153955 40.6300803769961,-79.9903444832189 40.6210777120711,-80.0021593015116 40.6208486745815))",147118,-79.99640,40.62546
"POLYGON ((-79.9903444832189 40.6210777120711,-79.9906443153955 40.6300803769961,-79.9788278370091 40.6303082400577,-79.97852958471 40.6213055451129,-79.9903444832189 40.6210777120711))",148118,-79.98459,40.62569
"POLYGON ((-79.97852958471 40.6213055451129,-79.9788278370091 40.6303082400577,-79.9670112787965 40.6305348985009,-79.9667146064069 40.6215321736951,-79.97852958471 40.6213055451129))",149118,-79.97277,40.62592
"POLYGON ((-79.9667146064069 40.6215321736951,-79.9670112787965 40.6305348985009,-79.9551946411802 40.6307603523138,-79.954899548732 40.6217575978055,-79.9667146064069 40.6215321736951))",150118,-79.96096,40.62615
"POLYGON ((-79.954899548732 40.6217575978055,-79.9551946411802 40.6307603523138,-79.9433779245824 40.6309846014844,-79.9430844121072 40.6219818174324,-79.954899548732 40.6217575978055))",151118,-79.94914,40.62637
"POLYGON ((-79.9430844121072 40.6219818174324,-79.9433779245824 40.6309846014844,-79.9315611294254 40.6312076460008,-79.9312691969549 40.6222048325636,-79.9430844121072 40.6219818174324))",152118,-79.93732,40.62659
"POLYGON ((-79.9312691969549 40.6222048325636,-79.9315611294254 40.6312076460008,-79.9197442561318 40.6314294858513,-79.9194539036972 40.6224266431877,-79.9312691969549 40.6222048325636))",153118,-79.92551,40.62682
"POLYGON ((-79.9194539036972 40.6224266431877,-79.9197442561318 40.6314294858513,-79.9079273051238 40.6316501210242,-79.9076385327563 40.6226472492927,-79.9194539036972 40.6224266431877))",154118,-79.91369,40.62704
"POLYGON ((-79.9076385327563 40.6226472492927,-79.9079273051238 40.6316501210242,-79.8961102768238 40.6318695515076,-79.8958230845545 40.6228666508669,-79.9076385327563 40.6226472492927))",155118,-79.90187,40.62726
"POLYGON ((-79.8958230845545 40.6228666508669,-79.8961102768238 40.6318695515076,-79.8842931716544 40.6320877772901,-79.884007559514 40.6230848478989,-79.8958230845545 40.6228666508669))",156118,-79.89006,40.62748
"POLYGON ((-79.884007559514 40.6230848478989,-79.8842931716544 40.6320877772901,-79.8724759900378 40.6323047983601,-79.8721919580571 40.623301840377,-79.884007559514 40.6230848478989))",157118,-79.87824,40.62769
"POLYGON ((-79.8721919580571 40.623301840377,-79.8724759900378 40.6323047983601,-79.8606587323967 40.6325206147062,-79.8603762806061 40.6235176282898,-79.8721919580571 40.623301840377))",158118,-79.86643,40.62791
"POLYGON ((-79.8603762806061 40.6235176282898,-79.8606587323967 40.6325206147062,-79.8488413991533 40.6327352263167,-79.8485605275833 40.6237322116259,-79.8603762806061 40.6235176282898))",159118,-79.85461,40.62813
"POLYGON ((-79.8485605275833 40.6237322116259,-79.8488413991533 40.6327352263167,-79.8370239907304 40.6329486331806,-79.836744699411 40.6239455903739,-79.8485605275833 40.6237322116259))",160118,-79.84279,40.62834
"POLYGON ((-79.836744699411 40.6239455903739,-79.8370239907304 40.6329486331806,-79.8252065075502 40.6331608352864,-79.8249287965115 40.6241577645225,-79.836744699411 40.6239455903739))",161118,-79.83098,40.62855
"POLYGON ((-79.8249287965115 40.6241577645225,-79.8252065075502 40.6331608352864,-79.8133889500354 40.6333718326229,-79.8131128193072 40.6243687340605,-79.8249287965115 40.6241577645225))",162118,-79.81916,40.62876
"POLYGON ((-79.8131128193072 40.6243687340605,-79.8133889500354 40.6333718326229,-79.8015713186086 40.633581625179,-79.8012967682205 40.6245784989767,-79.8131128193072 40.6243687340605))",163118,-79.80734,40.62898
"POLYGON ((-79.8012967682205 40.6245784989767,-79.8015713186086 40.633581625179,-79.7897536136922 40.6337902129435,-79.7894806436737 40.6247870592601,-79.8012967682205 40.6245784989767))",164118,-79.79553,40.62918
"POLYGON ((-79.7894806436737 40.6247870592601,-79.7897536136922 40.6337902129435,-79.7779358357087 40.6339975959055,-79.7776644460892 40.6249944148995,-79.7894806436737 40.6247870592601))",165118,-79.78371,40.62939
"POLYGON ((-79.7776644460892 40.6249944148995,-79.7779358357087 40.6339975959055,-79.7661179850809 40.6342037740539,-79.7658481758895 40.6252005658841,-79.7776644460892 40.6249944148995))",166118,-79.77189,40.62960
"POLYGON ((-79.7658481758895 40.6252005658841,-79.7661179850809 40.6342037740539,-79.7543000622313 40.6344087473778,-79.754031833497 40.6254055122029,-79.7658481758895 40.6252005658841))",167118,-79.76007,40.62980
"POLYGON ((-79.754031833497 40.6254055122029,-79.7543000622313 40.6344087473778,-79.7424820675826 40.6346125158665,-79.7422154193341 40.6256092538452,-79.754031833497 40.6254055122029))",168118,-79.74826,40.63001
"POLYGON ((-79.7422154193341 40.6256092538452,-79.7424820675826 40.6346125158665,-79.7306640015572 40.6348150795091,-79.7303989338234 40.6258117908,-79.7422154193341 40.6256092538452))",169118,-79.73644,40.63021
"POLYGON ((-79.7303989338234 40.6258117908,-79.7306640015572 40.6348150795091,-79.718845864578 40.6350164382948,-79.7185823773871 40.6260131230567,-79.7303989338234 40.6258117908))",170118,-79.72462,40.63041
"POLYGON ((-79.7185823773871 40.6260131230567,-79.718845864578 40.6350164382948,-79.7070276570675 40.6352165922132,-79.7067657504479 40.6262132506046,-79.7185823773871 40.6260131230567))",171118,-79.71281,40.63062
"POLYGON ((-79.7067657504479 40.6262132506046,-79.7070276570675 40.6352165922132,-79.6952093794484 40.6354155412535,-79.6949490534283 40.6264121734332,-79.7067657504479 40.6262132506046))",172118,-79.70099,40.63081
"POLYGON ((-79.6949490534283 40.6264121734332,-79.6952093794484 40.6354155412535,-79.6833910321435 40.6356132854052,-79.6831322867508 40.626609891532,-79.6949490534283 40.6264121734332))",173118,-79.68917,40.63101
"POLYGON ((-79.6831322867508 40.626609891532,-79.6833910321435 40.6356132854052,-79.6715726155754 40.6358098246578,-79.6713154508379 40.6268064048904,-79.6831322867508 40.626609891532))",174118,-79.67735,40.63121
"POLYGON ((-80.2026703539488 40.6077686522107,-80.202998530439 40.616770768752,-80.191185140392 40.6170202799463,-80.1908585427521 40.6080181305329,-80.2026703539488 40.6077686522107))",130119,-80.19693,40.61239
"POLYGON ((-80.1908585427521 40.6080181305329,-80.191185140392 40.6170202799463,-80.1793716629552 40.6172685869076,-80.1790466442006 40.6082664047806,-80.1908585427521 40.6080181305329))",131119,-80.18512,40.61264
"POLYGON ((-80.1790466442006 40.6082664047806,-80.1793716629552 40.6172685869076,-80.1675580985504 40.6175156896228,-80.1672346587159 40.6085134749408,-80.1790466442006 40.6082664047806))",132119,-80.17330,40.61289
"POLYGON ((-80.1672346587159 40.6085134749408,-80.1675580985504 40.6175156896228,-80.1557444475994 40.6177615880787,-80.1554225867198 40.6087593410002,-80.1672346587159 40.6085134749408))",133119,-80.16149,40.61314
"POLYGON ((-80.1554225867198 40.6087593410002,-80.1557444475994 40.6177615880787,-80.1439307105241 40.6180062822623,-80.143610428634 40.609004002946,-80.1554225867198 40.6087593410002))",134119,-80.14968,40.61338
"POLYGON ((-80.143610428634 40.609004002946,-80.1439307105241 40.6180062822623,-80.1321168877464 40.6182497721606,-80.1317981848802 40.6092474607652,-80.143610428634 40.609004002946))",135119,-80.13786,40.61363
"POLYGON ((-80.1317981848802 40.6092474607652,-80.1321168877464 40.6182497721606,-80.1203029796883 40.618492057761,-80.1199858558801 40.6094897144449,-80.1317981848802 40.6092474607652))",136119,-80.12605,40.61387
"POLYGON ((-80.1199858558801 40.6094897144449,-80.1203029796883 40.618492057761,-80.1084889867715 40.6187331390504,-80.1081734420554 40.6097307639722,-80.1199858558801 40.6094897144449))",137119,-80.11424,40.61411
"POLYGON ((-80.1081734420554 40.6097307639722,-80.1084889867715 40.6187331390504,-80.0966749094182 40.6189730160161,-80.096360943828 40.6099706093345,-80.1081734420554 40.6097307639722))",138119,-80.10242,40.61435
"POLYGON ((-80.096360943828 40.6099706093345,-80.0966749094182 40.6189730160161,-80.0848607480501 40.6192116886455,-80.0845483616196 40.6102092505191,-80.096360943828 40.6099706093345))",139119,-80.09061,40.61459
"POLYGON ((-80.0845483616196 40.6102092505191,-80.0848607480501 40.6192116886455,-80.0730465030894 40.619449156926,-80.0727356958521 40.6104466875133,-80.0845483616196 40.6102092505191))",140119,-80.07880,40.61483
"POLYGON ((-80.0727356958521 40.6104466875133,-80.0730465030894 40.619449156926,-80.061232174958 40.6196854208449,-80.0609229469472 40.6106829203045,-80.0727356958521 40.6104466875133))",141119,-80.06698,40.61507
"POLYGON ((-80.0609229469472 40.6106829203045,-80.061232174958 40.6196854208449,-80.0494177640779 40.6199204803898,-80.0491101153269 40.6109179488805,-80.0609229469472 40.6106829203045))",142119,-80.05517,40.61530
"POLYGON ((-80.0491101153269 40.6109179488805,-80.0494177640779 40.6199204803898,-80.0376032708712 40.6201543355483,-80.0372972014129 40.6111517732285,-80.0491101153269 40.6109179488805))",143119,-80.04336,40.61554
"POLYGON ((-80.0372972014129 40.6111517732285,-80.0376032708712 40.6201543355483,-80.0257886957598 40.6203869863079,-80.0254842056272 40.6113843933363,-80.0372972014129 40.6111517732285))",144119,-80.03154,40.61577
"POLYGON ((-80.0254842056272 40.6113843933363,-80.0257886957598 40.6203869863079,-80.0139740391659 40.6206184326564,-80.0136711283916 40.6116158091916,-80.0254842056272 40.6113843933363))",145119,-80.01973,40.61600
"POLYGON ((-80.0136711283916 40.6116158091916,-80.0139740391659 40.6206184326564,-80.0021593015116 40.6208486745815,-80.0018579701281 40.6118460207821,-80.0136711283916 40.6116158091916))",146119,-80.00792,40.61623
"POLYGON ((-80.0018579701281 40.6118460207821,-80.0021593015116 40.6208486745815,-79.9903444832189 40.6210777120711,-79.9900447312585 40.6120750280957,-80.0018579701281 40.6118460207821))",147119,-79.99610,40.61646
"POLYGON ((-79.9900447312585 40.6120750280957,-79.9903444832189 40.6210777120711,-79.97852958471 40.6213055451129,-79.978231412205 40.6123028311203,-79.9900447312585 40.6120750280957))",148119,-79.98429,40.61669
"POLYGON ((-79.978231412205 40.6123028311203,-79.97852958471 40.6213055451129,-79.9667146064069 40.6215321736951,-79.9664180133893 40.6125294298437,-79.978231412205 40.6123028311203))",149119,-79.97247,40.61692
"POLYGON ((-79.9664180133893 40.6125294298437,-79.9667146064069 40.6215321736951,-79.954899548732 40.6217575978055,-79.9546045352336 40.6127548242541,-79.9664180133893 40.6125294298437))",150119,-79.96066,40.61714
"POLYGON ((-79.9546045352336 40.6127548242541,-79.954899548732 40.6217575978055,-79.9430844121072 40.6219818174324,-79.9427909781597 40.6129790143395,-79.9546045352336 40.6127548242541))",151119,-79.94884,40.61737
"POLYGON ((-79.9427909781597 40.6129790143395,-79.9430844121072 40.6219818174324,-79.9312691969549 40.6222048325636,-79.9309773425898 40.613202000088,-79.9427909781597 40.6129790143395))",152119,-79.93703,40.61759
"POLYGON ((-79.9309773425898 40.613202000088,-79.9312691969549 40.6222048325636,-79.9194539036972 40.6224266431877,-79.9191636289458 40.6134237814879,-79.9309773425898 40.613202000088))",153119,-79.92522,40.61781
"POLYGON ((-79.9191636289458 40.6134237814879,-79.9194539036972 40.6224266431877,-79.9076385327563 40.6226472492927,-79.9073498376497 40.6136443585273,-79.9191636289458 40.6134237814879))",154119,-79.91340,40.61804
"POLYGON ((-79.9073498376497 40.6136443585273,-79.9076385327563 40.6226472492927,-79.8958230845545 40.6228666508669,-79.8955359691238 40.6138637311948,-79.9073498376497 40.6136443585273))",155119,-79.90159,40.61826
"POLYGON ((-79.8955359691238 40.6138637311948,-79.8958230845545 40.6228666508669,-79.884007559514 40.6230848478989,-79.88372202379 40.6140818994785,-79.8955359691238 40.6138637311948))",156119,-79.88977,40.61847
"POLYGON ((-79.88372202379 40.6140818994785,-79.884007559514 40.6230848478989,-79.8721919580571 40.623301840377,-79.8719080020705 40.614298863367,-79.88372202379 40.6140818994785))",157119,-79.87796,40.61869
"POLYGON ((-79.8719080020705 40.614298863367,-79.8721919580571 40.623301840377,-79.8603762806061 40.6235176282898,-79.8600939043874 40.6145146228489,-79.8719080020705 40.614298863367))",158119,-79.86614,40.61891
"POLYGON ((-79.8600939043874 40.6145146228489,-79.8603762806061 40.6235176282898,-79.8485605275833 40.6237322116259,-79.8482797311627 40.6147291779127,-79.8600939043874 40.6145146228489))",159119,-79.85433,40.61912
"POLYGON ((-79.8482797311627 40.6147291779127,-79.8485605275833 40.6237322116259,-79.836744699411 40.6239455903739,-79.8364654828187 40.614942528547,-79.8482797311627 40.6147291779127))",160119,-79.84251,40.61934
"POLYGON ((-79.8364654828187 40.614942528547,-79.836744699411 40.6239455903739,-79.8249287965115 40.6241577645225,-79.8246511597775 40.6151546747407,-79.8364654828187 40.614942528547))",161119,-79.83070,40.61955
"POLYGON ((-79.8246511597775 40.6151546747407,-79.8249287965115 40.6241577645225,-79.8131128193072 40.6243687340605,-79.8128367624614 40.6153656164824,-79.8246511597775 40.6151546747407))",162119,-79.81888,40.61976
"POLYGON ((-79.8128367624614 40.6153656164824,-79.8131128193072 40.6243687340605,-79.8012967682205 40.6245784989767,-79.8010222912924 40.6155753537609,-79.8128367624614 40.6153656164824))",163119,-79.80707,40.61997
"POLYGON ((-79.8010222912924 40.6155753537609,-79.8012967682205 40.6245784989767,-79.7894806436737 40.6247870592601,-79.7892077466929 40.6157838865653,-79.8010222912924 40.6155753537609))",164119,-79.79525,40.62018
"POLYGON ((-79.7892077466929 40.6157838865653,-79.7894806436737 40.6247870592601,-79.7776644460892 40.6249944148995,-79.7773931290849 40.6159912148845,-79.7892077466929 40.6157838865653))",165119,-79.78344,40.62039
"POLYGON ((-79.7773931290849 40.6159912148845,-79.7776644460892 40.6249944148995,-79.7658481758895 40.6252005658841,-79.7655784388909 40.6161973387074,-79.7773931290849 40.6159912148845))",166119,-79.77162,40.62060
"POLYGON ((-79.7655784388909 40.6161973387074,-79.7658481758895 40.6252005658841,-79.754031833497 40.6254055122029,-79.7537636765331 40.6164022580232,-79.7655784388909 40.6161973387074))",167119,-79.75981,40.62080
"POLYGON ((-79.7537636765331 40.6164022580232,-79.754031833497 40.6254055122029,-79.7422154193341 40.6256092538452,-79.7419488424336 40.6166059728212,-79.7537636765331 40.6164022580232))",168119,-79.74799,40.62101
"POLYGON ((-79.7419488424336 40.6166059728212,-79.7422154193341 40.6256092538452,-79.7303989338234 40.6258117908,-79.7301339370149 40.6168084830904,-79.7419488424336 40.6166059728212))",169119,-79.73617,40.62121
"POLYGON ((-79.7301339370149 40.6168084830904,-79.7303989338234 40.6258117908,-79.7185823773871 40.6260131230567,-79.7183189606992 40.6170097888201,-79.7301339370149 40.6168084830904))",170119,-79.72436,40.62141
"POLYGON ((-79.7183189606992 40.6170097888201,-79.7185823773871 40.6260131230567,-79.7067657504479 40.6262132506046,-79.7065039139088 40.6172098899998,-79.7183189606992 40.6170097888201))",171119,-79.71254,40.62161
"POLYGON ((-79.7065039139088 40.6172098899998,-79.7067657504479 40.6262132506046,-79.6949490534283 40.6264121734332,-79.6946887970662 40.6174087866188,-79.7065039139088 40.6172098899998))",172119,-79.70073,40.62181
"POLYGON ((-79.6946887970662 40.6174087866188,-79.6949490534283 40.6264121734332,-79.6831322867508 40.626609891532,-79.6828736105935 40.6176064786667,-79.6946887970662 40.6174087866188))",173119,-79.68891,40.62201
"POLYGON ((-80.214152410262 40.5985158674413,-80.2144820773692 40.6075179698272,-80.2026703539488 40.6077686522107,-80.202342265235 40.5987665167967,-80.214152410262 40.5985158674413))",129120,-80.20841,40.60314
"POLYGON ((-80.202342265235 40.5987665167967,-80.2026703539488 40.6077686522107,-80.1908585427521 40.6080181305329,-80.1905320324669 40.5990159622494,-80.202342265235 40.5987665167967))",130120,-80.19660,40.60339
"POLYGON ((-80.1905320324669 40.5990159622494,-80.1908585427521 40.6080181305329,-80.1790466442006 40.6082664047806,-80.1787217123791 40.5992642037862,-80.1905320324669 40.5990159622494))",131120,-80.18479,40.60364
"POLYGON ((-80.1787217123791 40.5992642037862,-80.1790466442006 40.6082664047806,-80.1672346587159 40.6085134749408,-80.1669113053929 40.5995112413939,-80.1787217123791 40.5992642037862))",132120,-80.17298,40.60389
"POLYGON ((-80.1669113053929 40.5995112413939,-80.1672346587159 40.6085134749408,-80.1554225867198 40.6087593410002,-80.1551008119301 40.5997570750595,-80.1669113053929 40.5995112413939))",133120,-80.16117,40.60414
"POLYGON ((-80.1551008119301 40.5997570750595,-80.1554225867198 40.6087593410002,-80.143610428634 40.609004002946,-80.143290232412 40.60000170477,-80.1551008119301 40.5997570750595))",134120,-80.14936,40.60438
"POLYGON ((-80.143290232412 40.60000170477,-80.143610428634 40.609004002946,-80.1317981848802 40.6092474607652,-80.1314795672602 40.6002451305125,-80.143290232412 40.60000170477))",135120,-80.13754,40.60462
"POLYGON ((-80.1314795672602 40.6002451305125,-80.1317981848802 40.6092474607652,-80.1199858558801 40.6094897144449,-80.1196688168964 40.6004873522741,-80.1314795672602 40.6002451305125))",136120,-80.12573,40.60487
"POLYGON ((-80.1196688168964 40.6004873522741,-80.1199858558801 40.6094897144449,-80.1081734420554 40.6097307639722,-80.1078579817421 40.6007283700419,-80.1196688168964 40.6004873522741))",137120,-80.11392,40.60511
"POLYGON ((-80.1078579817421 40.6007283700419,-80.1081734420554 40.6097307639722,-80.096360943828 40.6099706093345,-80.0960470622188 40.6009681838033,-80.1078579817421 40.6007283700419))",138120,-80.10211,40.60535
"POLYGON ((-80.0960470622188 40.6009681838033,-80.096360943828 40.6099706093345,-80.0845483616196 40.6102092505191,-80.0842360587483 40.6012067935455,-80.0960470622188 40.6009681838033))",139120,-80.09030,40.60559
"POLYGON ((-80.0842360587483 40.6012067935455,-80.0845483616196 40.6102092505191,-80.0727356958521 40.6104466875133,-80.0724249717521 40.601444199256,-80.0842360587483 40.6012067935455))",140120,-80.07849,40.60583
"POLYGON ((-80.0724249717521 40.601444199256,-80.0727356958521 40.6104466875133,-80.0609229469472 40.6106829203045,-80.0606138016519 40.6016804009221,-80.0724249717521 40.601444199256))",141120,-80.06667,40.60606
"POLYGON ((-80.0606138016519 40.6016804009221,-80.0609229469472 40.6106829203045,-80.0491101153269 40.6109179488805,-80.0488025488694 40.6019153985314,-80.0606138016519 40.6016804009221))",142120,-80.05486,40.60630
"POLYGON ((-80.0488025488694 40.6019153985314,-80.0491101153269 40.6109179488805,-80.0372972014129 40.6111517732285,-80.0369912138264 40.6021491920715,-80.0488025488694 40.6019153985314))",143120,-80.04305,40.60653
"POLYGON ((-80.0369912138264 40.6021491920715,-80.0372972014129 40.6111517732285,-80.0254842056272 40.6113843933363,-80.0251797969444 40.6023817815299,-80.0369912138264 40.6021491920715))",144120,-80.03124,40.60677
"POLYGON ((-80.0251797969444 40.6023817815299,-80.0254842056272 40.6113843933363,-80.0136711283916 40.6116158091916,-80.0133682986452 40.6026131668945,-80.0251797969444 40.6023817815299))",145120,-80.01943,40.60700
"POLYGON ((-80.0133682986452 40.6026131668945,-80.0136711283916 40.6116158091916,-80.0018579701281 40.6118460207821,-80.0015567193505 40.6028433481529,-80.0133682986452 40.6026131668945))",146120,-80.00761,40.60723
"POLYGON ((-80.0015567193505 40.6028433481529,-80.0018579701281 40.6118460207821,-79.9900447312585 40.6120750280957,-79.9897450594823 40.6030723252929,-80.0015567193505 40.6028433481529))",147120,-79.99580,40.60746
"POLYGON ((-79.9897450594823 40.6030723252929,-79.9900447312585 40.6120750280957,-79.978231412205 40.6123028311203,-79.9779333194621 40.6033000983026,-79.9897450594823 40.6030723252929))",148120,-79.98399,40.60769
"POLYGON ((-79.9779333194621 40.6033000983026,-79.978231412205 40.6123028311203,-79.9664180133893 40.6125294298437,-79.9661214997118 40.6035266671697,-79.9779333194621 40.6033000983026))",149120,-79.97218,40.60791
"POLYGON ((-79.9661214997118 40.6035266671697,-79.9664180133893 40.6125294298437,-79.9546045352336 40.6127548242541,-79.9543096006532 40.6037520318824,-79.9661214997118 40.6035266671697))",150120,-79.96036,40.60814
"POLYGON ((-79.9543096006532 40.6037520318824,-79.9546045352336 40.6127548242541,-79.9427909781597 40.6129790143395,-79.9424976227082 40.6039761924287,-79.9543096006532 40.6037520318824))",151120,-79.94855,40.60837
"POLYGON ((-79.9424976227082 40.6039761924287,-79.9427909781597 40.6129790143395,-79.9309773425898 40.613202000088,-79.9306855662987 40.6041991487967,-79.9424976227082 40.6039761924287))",152120,-79.93674,40.60859
"POLYGON ((-79.9306855662987 40.6041991487967,-79.9309773425898 40.613202000088,-79.9191636289458 40.6134237814879,-79.9188734318463 40.6044209009748,-79.9306855662987 40.6041991487967))",153120,-79.92492,40.60881
"POLYGON ((-79.9188734318463 40.6044209009748,-79.9191636289458 40.6134237814879,-79.9073498376497 40.6136443585273,-79.9070612197731 40.6046414489511,-79.9188734318463 40.6044209009748))",154120,-79.91311,40.60903
"POLYGON ((-79.9070612197731 40.6046414489511,-79.9073498376497 40.6136443585273,-79.8955359691238 40.6138637311948,-79.895248930501 40.6048607927139,-79.9070612197731 40.6046414489511))",155120,-79.90130,40.60925
"POLYGON ((-79.895248930501 40.6048607927139,-79.8955359691238 40.6138637311948,-79.88372202379 40.6140818994785,-79.8834365644518 40.6050789322517,-79.895248930501 40.6048607927139))",156120,-79.88949,40.60947
"POLYGON ((-79.8834365644518 40.6050789322517,-79.88372202379 40.6140818994785,-79.8719080020705 40.614298863367,-79.8716241220475 40.605295867553,-79.8834365644518 40.6050789322517))",157120,-79.87767,40.60969
"POLYGON ((-79.8716241220475 40.605295867553,-79.8719080020705 40.614298863367,-79.8600939043874 40.6145146228489,-79.8598116037101 40.6055115986062,-79.8716241220475 40.605295867553))",158120,-79.86586,40.60991
"POLYGON ((-79.8598116037101 40.6055115986062,-79.8600939043874 40.6145146228489,-79.8482797311627 40.6147291779127,-79.8479990098615 40.6057261253999,-79.8598116037101 40.6055115986062))",159120,-79.85405,40.61012
"POLYGON ((-79.8479990098615 40.6057261253999,-79.8482797311627 40.6147291779127,-79.8364654828187 40.614942528547,-79.8361863409237 40.6059394479229,-79.8479990098615 40.6057261253999))",160120,-79.84223,40.61033
"POLYGON ((-79.8361863409237 40.6059394479229,-79.8364654828187 40.614942528547,-79.8246511597775 40.6151546747407,-79.8243735973186 40.6061515661638,-79.8361863409237 40.6059394479229))",161120,-79.83042,40.61055
"POLYGON ((-79.8243735973186 40.6061515661638,-79.8246511597775 40.6151546747407,-79.8128367624614 40.6153656164824,-79.8125607794684 40.6063624801114,-79.8243735973186 40.6061515661638))",162120,-79.81861,40.61076
"POLYGON ((-79.8125607794684 40.6063624801114,-79.8128367624614 40.6153656164824,-79.8010222912924 40.6155753537609,-79.800747887795 40.6065721897545,-79.8125607794684 40.6063624801114))",163120,-79.80679,40.61097
"POLYGON ((-79.800747887795 40.6065721897545,-79.8010222912924 40.6155753537609,-79.7892077466929 40.6157838865653,-79.7889349227204 40.6067806950821,-79.800747887795 40.6065721897545))",164120,-79.79498,40.61118
"POLYGON ((-79.7889349227204 40.6067806950821,-79.7892077466929 40.6157838865653,-79.7773931290849 40.6159912148845,-79.7771218846668 40.6069879960832,-79.7889349227204 40.6067806950821))",165120,-79.78316,40.61139
"POLYGON ((-79.7771218846668 40.6069879960832,-79.7773931290849 40.6159912148845,-79.7655784388909 40.6161973387074,-79.7653087740562 40.6071940927466,-79.7771218846668 40.6069879960832))",166120,-79.77135,40.61159
"POLYGON ((-79.7653087740562 40.6071940927466,-79.7655784388909 40.6161973387074,-79.7537636765331 40.6164022580232,-79.7534955913107 40.6073989850617,-79.7653087740562 40.6071940927466))",167120,-79.75954,40.61180
"POLYGON ((-79.7534955913107 40.6073989850617,-79.7537636765331 40.6164022580232,-79.7419488424336 40.6166059728212,-79.7416823368524 40.6076026730174,-79.7534955913107 40.6073989850617))",168120,-79.74772,40.61200
"POLYGON ((-79.7416823368524 40.6076026730174,-79.7419488424336 40.6166059728212,-79.7301339370149 40.6168084830904,-79.7298690111034 40.6078051566031,-79.7416823368524 40.6076026730174))",169120,-79.73591,40.61221
"POLYGON ((-79.7298690111034 40.6078051566031,-79.7301339370149 40.6168084830904,-79.7183189606992 40.6170097888201,-79.7180556144859 40.6080064358081,-79.7298690111034 40.6078051566031))",170120,-79.72409,40.61241
"POLYGON ((-79.7180556144859 40.6080064358081,-79.7183189606992 40.6170097888201,-79.7065039139088 40.6172098899998,-79.706242147422 40.6082065106215,-79.7180556144859 40.6080064358081))",171120,-79.71228,40.61261
"POLYGON ((-79.706242147422 40.6082065106215,-79.7065039139088 40.6172098899998,-79.6946887970662 40.6174087866188,-79.6944286103339 40.6084053810331,-79.706242147422 40.6082065106215))",172120,-79.70047,40.61281
"POLYGON ((-80.2374397006241 40.5890089025637,-80.2377724354063 40.5980109570755,-80.2259624671262 40.5982640141965,-80.2256313102451 40.5892619263421,-80.2374397006241 40.5890089025637))",127121,-80.23170,40.59364
"POLYGON ((-80.2256313102451 40.5892619263421,-80.2259624671262 40.5982640141965,-80.214152410262 40.5985158674413,-80.2138228313174 40.5895137464029,-80.2256313102451 40.5892619263421))",128121,-80.21989,40.59389
"POLYGON ((-80.2138228313174 40.5895137464029,-80.214152410262 40.5985158674413,-80.202342265235 40.5987665167967,-80.2020142642625 40.5897643627329,-80.2138228313174 40.5895137464029))",129121,-80.20808,40.59414
"POLYGON ((-80.2020142642625 40.5897643627329,-80.202342265235 40.5987665167967,-80.1905320324669 40.5990159622494,-80.1902056095015 40.5900137753186,-80.2020142642625 40.5897643627329))",130121,-80.19627,40.59439
"POLYGON ((-80.1902056095015 40.5900137753186,-80.1905320324669 40.5990159622494,-80.1787217123791 40.5992642037862,-80.1783968674558 40.590261984147,-80.1902056095015 40.5900137753186))",131121,-80.18446,40.59464
"POLYGON ((-80.1783968674558 40.590261984147,-80.1787217123791 40.5992642037862,-80.1669113053929 40.5995112413939,-80.1665880385466 40.5905089892049,-80.1783968674558 40.590261984147))",132121,-80.17265,40.59489
