WKT,PIXEL,X,Y
"POLYGON ((-80.2409191450464 40.3636987365201,-80.2412512336249 40.3727011516863,-80.2294806750028 40.3729545759435,-80.2291501538092 40.363952127343,-80.2409191450464 40.3636987365201))",126146,-80.23520,40.36833
"POLYGON ((-80.2291501538092 40.363952127343,-80.2294806750028 40.3729545759435,-80.2177100282616 40.3732068002978,-80.2173810744883 40.364204318421,-80.2291501538092 40.363952127343))",127146,-80.22343,40.36858
"POLYGON ((-80.2173810744883 40.364204318421,-80.2177100282616 40.3732068002978,-80.2059392938187 40.3734578247357,-80.2056119075007 40.364455309741,-80.2173810744883 40.364204318421))",128146,-80.21166,40.36883
"POLYGON ((-80.2056119075007 40.364455309741,-80.2059392938187 40.3734578247357,-80.1941684720913 40.3737076492441,-80.1938426532634 40.3647051012898,-80.2056119075007 40.364455309741))",129146,-80.19989,40.36908
"POLYGON ((-80.1938426532634 40.3647051012898,-80.1941684720913 40.3737076492441,-80.1823975634967 40.3739562738098,-80.1820733121937 40.364953693054,-80.1938426532634 40.3647051012898))",130146,-80.18812,40.36933
"POLYGON ((-80.1820733121937 40.364953693054,-80.1823975634967 40.3739562738098,-80.1706265684521 40.3742036984197,-80.1703038847085 40.3652010850206,-80.1820733121937 40.364953693054))",131146,-80.17635,40.36958
"POLYGON ((-80.1703038847085 40.3652010850206,-80.1706265684521 40.3742036984197,-80.1588554873748 40.3744499230606,-80.158534371225 40.3654472771766,-80.1703038847085 40.3652010850206))",132146,-80.16458,40.36983
"POLYGON ((-80.158534371225 40.3654472771766,-80.1588554873748 40.3744499230606,-80.1470843206822 40.3746949477197,-80.1467647721604 40.3656922695089,-80.158534371225 40.3654472771766))",133146,-80.15281,40.37007
"POLYGON ((-80.1467647721604 40.3656922695089,-80.1470843206822 40.3746949477197,-80.1353130687915 40.3749387723839,-80.1349950879319 40.3659360620047,-80.1467647721604 40.3656922695089))",134146,-80.14104,40.37032
"POLYGON ((-80.1349950879319 40.3659360620047,-80.1353130687915 40.3749387723839,-80.1235417321203 40.3751813970405,-80.1232253189566 40.366178654651,-80.1349950879319 40.3659360620047))",135146,-80.12927,40.37056
"POLYGON ((-80.1232253189566 40.366178654651,-80.1235417321203 40.3751813970405,-80.1117703110858 40.3754228216765,-80.1114554656517 40.3664200474351,-80.1232253189566 40.366178654651))",136146,-80.11750,40.37080
"POLYGON ((-80.1114554656517 40.3664200474351,-80.1117703110858 40.3754228216765,-80.0999988061054 40.3756630462793,-80.0996855284345 40.3666602403441,-80.1114554656517 40.3664200474351))",137146,-80.10573,40.37104
"POLYGON ((-80.0996855284345 40.3666602403441,-80.0999988061054 40.3756630462793,-80.0882272175965 40.3759020708362,-80.0879155077223 40.3668992333656,-80.0996855284345 40.3666602403441))",138146,-80.09396,40.37128
"POLYGON ((-80.0879155077223 40.3668992333656,-80.0882272175965 40.3759020708362,-80.0764555459766 40.3761398953345,-80.0761454039322 40.3671370264867,-80.0879155077223 40.3668992333656))",139146,-80.08219,40.37152
"POLYGON ((-80.0761454039322 40.3671370264867,-80.0764555459766 40.3761398953345,-80.0646837916632 40.3763765197618,-80.0643752174817 40.3673736196951,-80.0761454039322 40.3671370264867))",140146,-80.07041,40.37176
"POLYGON ((-80.0643752174817 40.3673736196951,-80.0646837916632 40.3763765197618,-80.0529119550736 40.3766119441055,-80.0526049487878 40.3676090129781,-80.0643752174817 40.3673736196951))",141146,-80.05864,40.37199
"POLYGON ((-80.0526049487878 40.3676090129781,-80.0529119550736 40.3766119441055,-80.0411400366254 40.3768461683532,-80.0408345982681 40.3678432063234,-80.0526049487878 40.3676090129781))",142146,-80.04687,40.37223
"POLYGON ((-80.0408345982681 40.3678432063234,-80.0411400366254 40.3768461683532,-80.029368036736 40.3770791924926,-80.0290641663398 40.3680761997186,-80.0408345982681 40.3678432063234))",143146,-80.03510,40.37246
"POLYGON ((-80.0290641663398 40.3680761997186,-80.029368036736 40.3770791924926,-80.0175959558231 40.3773110165112,-80.0172936534202 40.3683079931514,-80.0290641663398 40.3680761997186))",144146,-80.02333,40.37269
"POLYGON ((-80.0172936534202 40.3683079931514,-80.0175959558231 40.3773110165112,-80.005823794304 40.377541640397,-80.0055230599268 40.3685385866096,-80.0172936534202 40.3683079931514))",145146,-80.01156,40.37292
"POLYGON ((-80.0055230599268 40.3685385866096,-80.005823794304 40.377541640397,-79.9940515525964 40.3777710641377,-79.9937523862769 40.368767980081,-80.0055230599268 40.3685385866096))",146146,-79.99979,40.37315
"POLYGON ((-79.9937523862769 40.368767980081,-79.9940515525964 40.3777710641377,-79.9822792311178 40.3779992877212,-79.981981632888 40.3689961735535,-79.9937523862769 40.368767980081))",147146,-79.98802,40.37338
"POLYGON ((-79.981981632888 40.3689961735535,-79.9822792311178 40.3779992877212,-79.9705068302859 40.3782263111356,-79.9702108001773 40.3692231670151,-79.981981632888 40.3689961735535))",148146,-79.97624,40.37361
"POLYGON ((-79.9702108001773 40.3692231670151,-79.9705068302859 40.3782263111356,-79.9587343505182 40.3784521343686,-79.9584398885625 40.3694489604537,-79.9702108001773 40.3692231670151))",149146,-79.96447,40.37384
"POLYGON ((-79.9584398885625 40.3694489604537,-79.9587343505182 40.3784521343686,-79.9469617922323 40.3786767574086,-79.9466688984608 40.3696735538576,-79.9584398885625 40.3694489604537))",150146,-79.95270,40.37406
"POLYGON ((-79.9466688984608 40.3696735538576,-79.9469617922323 40.3786767574086,-79.9351891558459 40.3789001802436,-79.9348978302899 40.3698969472147,-79.9466688984608 40.3696735538576))",151146,-79.94093,40.37429
"POLYGON ((-79.9348978302899 40.3698969472147,-79.9351891558459 40.3789001802436,-79.9234164417766 40.3791224028618,-79.9231266844672 40.3701191405133,-79.9348978302899 40.3698969472147))",152146,-79.92916,40.37451
"POLYGON ((-79.9231266844672 40.3701191405133,-79.9234164417766 40.3791224028618,-79.9116436504422 40.3793434252515,-79.9113554614101 40.3703401337418,-79.9231266844672 40.3701191405133))",153146,-79.91739,40.37473
"POLYGON ((-79.9113554614101 40.3703401337418,-79.9116436504422 40.3793434252515,-79.8998707822602 40.3795632474011,-79.8995841615362 40.3705599268883,-79.9113554614101 40.3703401337418))",154146,-79.90561,40.37495
"POLYGON ((-79.8995841615362 40.3705599268883,-79.8998707822602 40.3795632474011,-79.8880978376484 40.3797818692988,-79.8878127852631 40.3707785199414,-79.8995841615362 40.3705599268883))",155146,-79.89384,40.37517
"POLYGON ((-79.8878127852631 40.3707785199414,-79.8880978376484 40.3797818692988,-79.8763248170246 40.3799992909333,-79.8760413330083 40.3709959128895,-79.8878127852631 40.3707785199414))",156146,-79.88207,40.37539
"POLYGON ((-79.8760413330083 40.3709959128895,-79.8763248170246 40.3799992909333,-79.8645517208063 40.3802155122929,-79.8642698051893 40.3712121057211,-79.8760413330083 40.3709959128895))",157146,-79.87030,40.37561
"POLYGON ((-79.8642698051893 40.3712121057211,-79.8645517208063 40.3802155122929,-79.8527785494115 40.3804305333664,-79.8524982022238 40.3714270984248,-79.8642698051893 40.3712121057211))",158146,-79.85852,40.37582
"POLYGON ((-79.8524982022238 40.3714270984248,-79.8527785494115 40.3804305333664,-79.8410053032578 40.3806443541423,-79.8407265245294 40.3716408909893,-79.8524982022238 40.3714270984248))",159146,-79.84675,40.37604
"POLYGON ((-79.8407265245294 40.3716408909893,-79.8410053032578 40.3806443541423,-79.829231982763 40.3808569746093,-79.8289547725235 40.3718534834032,-79.8407265245294 40.3716408909893))",160146,-79.83498,40.37625
"POLYGON ((-79.8289547725235 40.3718534834032,-79.829231982763 40.3808569746093,-79.817458588345 40.3810683947564,-79.817182946624 40.3720648756554,-79.8289547725235 40.3718534834032))",161146,-79.82321,40.37646
"POLYGON ((-79.817182946624 40.3720648756554,-79.817458588345 40.3810683947564,-79.8056851204216 40.3812786145722,-79.8054110472484 40.3722750677347,-79.817182946624 40.3720648756554))",162146,-79.81143,40.37667
"POLYGON ((-79.8054110472484 40.3722750677347,-79.8056851204216 40.3812786145722,-79.7939115794105 40.3814876340456,-79.7936390748145 40.37248405963,-79.8054110472484 40.3722750677347))",163146,-79.79966,40.37688
"POLYGON ((-79.7936390748145 40.37248405963,-79.7939115794105 40.3814876340456,-79.7821379657297 40.3816954531657,-79.7818670297398 40.3726918513302,-79.7936390748145 40.37248405963))",164146,-79.78789,40.37709
"POLYGON ((-79.7818670297398 40.3726918513302,-79.7821379657297 40.3816954531657,-79.770364279797 40.3819020719215,-79.7700949124421 40.3728984428245,-79.7818670297398 40.3726918513302))",165146,-79.77612,40.37730
"POLYGON ((-79.7700949124421 40.3728984428245,-79.770364279797 40.3819020719215,-79.7585905220302 40.3821074903021,-79.7583227233391 40.3731038341019,-79.7700949124421 40.3728984428245))",166146,-79.76434,40.37750
"POLYGON ((-79.7583227233391 40.3731038341019,-79.7585905220302 40.3821074903021,-79.7468166928473 40.3823117082966,-79.7465504628484 40.3733080251515,-79.7583227233391 40.3731038341019))",167146,-79.75257,40.37771
"POLYGON ((-79.7465504628484 40.3733080251515,-79.7468166928473 40.3823117082966,-79.7350427926661 40.3825147258942,-79.734778131388 40.3735110159626,-79.7465504628484 40.3733080251515))",168146,-79.74080,40.37791
"POLYGON ((-79.734778131388 40.3735110159626,-79.7350427926661 40.3825147258942,-79.7232688219047 40.3827165430843,-79.7230057293754 40.3737128065245,-79.734778131388 40.3735110159626))",169146,-79.72902,40.37811
"POLYGON ((-79.7230057293754 40.3737128065245,-79.7232688219047 40.3827165430843,-79.7114947809808 40.3829171598561,-79.7112332572285 40.3739133968265,-79.7230057293754 40.3737128065245))",170146,-79.71725,40.37832
"POLYGON ((-79.7112332572285 40.3739133968265,-79.7114947809808 40.3829171598561,-79.6997206703126 40.3831165761991,-79.6994607153651 40.374112786858,-79.7112332572285 40.3739133968265))",171146,-79.70548,40.37852
"POLYGON ((-79.6994607153651 40.374112786858,-79.6997206703126 40.3831165761991,-79.6879464903178 40.3833147921028,-79.6876881042029 40.3743109766085,-79.6994607153651 40.374112786858))",172146,-79.69370,40.37871
"POLYGON ((-79.6876881042029 40.3743109766085,-79.6879464903178 40.3833147921028,-79.6761722414147 40.3835118075567,-79.6759154241599 40.3745079660676,-79.6876881042029 40.3743109766085))",173146,-79.68193,40.37891
"POLYGON ((-79.6759154241599 40.3745079660676,-79.6761722414147 40.3835118075567,-79.664397924021 40.3837076225504,-79.6641426756537 40.3747037552248,-79.6759154241599 40.3745079660676))",174146,-79.67016,40.37911
"POLYGON ((-80.2523544807724 40.3544417515146,-80.2526880477827 40.3634441459659,-80.2409191450464 40.3636987365201,-80.2405871449687 40.3546963084789,-80.2523544807724 40.3544417515146))",125147,-80.24664,40.35907
"POLYGON ((-80.2405871449687 40.3546963084789,-80.2409191450464 40.3636987365201,-80.2291501538092 40.363952127343,-80.2288197206995 40.35494966587,-80.2405871449687 40.3546963084789))",126147,-80.23487,40.35932
"POLYGON ((-80.2288197206995 40.35494966587,-80.2291501538092 40.363952127343,-80.2173810744883 40.364204318421,-80.2170522083817 40.3552018236746,-80.2288197206995 40.35494966587))",127147,-80.22310,40.35958
"POLYGON ((-80.2170522083817 40.3552018236746,-80.2173810744883 40.364204318421,-80.2056119075007 40.364455309741,-80.2052846084323 40.3554527818793,-80.2170522083817 40.3552018236746))",128147,-80.21133,40.35983
"POLYGON ((-80.2052846084323 40.3554527818793,-80.2056119075007 40.364455309741,-80.1938426532634 40.3647051012898,-80.1935169212681 40.3557025404709,-80.2052846084323 40.3554527818793))",129147,-80.19956,40.36008
"POLYGON ((-80.1935169212681 40.3557025404709,-80.1938426532634 40.3647051012898,-80.1820733121937 40.364953693054,-80.1817491473061 40.3559510994363,-80.1935169212681 40.3557025404709))",130147,-80.18780,40.36033
"POLYGON ((-80.1817491473061 40.3559510994363,-80.1820733121937 40.364953693054,-80.1703038847085 40.3652010850206,-80.1699812869632 40.3561984587623,-80.1817491473061 40.3559510994363))",131147,-80.17603,40.36058
"POLYGON ((-80.1699812869632 40.3561984587623,-80.1703038847085 40.3652010850206,-80.158534371225 40.3654472771766,-80.1582133406563 40.3564446184359,-80.1699812869632 40.3561984587623))",132147,-80.16426,40.36082
"POLYGON ((-80.1582133406563 40.3564446184359,-80.158534371225 40.3654472771766,-80.1467647721604 40.3656922695089,-80.1464453088026 40.3566895784441,-80.1582133406563 40.3564446184359))",133147,-80.15249,40.36107
"POLYGON ((-80.1464453088026 40.3566895784441,-80.1467647721604 40.3656922695089,-80.1349950879319 40.3659360620047,-80.1346771918189 40.3569333387739,-80.1464453088026 40.3566895784441))",134147,-80.14072,40.36131
"POLYGON ((-80.1346771918189 40.3569333387739,-80.1349950879319 40.3659360620047,-80.1232253189566 40.366178654651,-80.1229089901223 40.3571758994126,-80.1346771918189 40.3569333387739))",135147,-80.12895,40.36156
"POLYGON ((-80.1229089901223 40.3571758994126,-80.1232253189566 40.366178654651,-80.1114554656517 40.3664200474351,-80.1111407041299 40.3574172603472,-80.1229089901223 40.3571758994126))",136147,-80.11718,40.36180
"POLYGON ((-80.1111407041299 40.3574172603472,-80.1114554656517 40.3664200474351,-80.0996855284345 40.3666602403441,-80.0993723342588 40.3576574215651,-80.1111407041299 40.3574172603472))",137147,-80.10541,40.36204
"POLYGON ((-80.0993723342588 40.3576574215651,-80.0996855284345 40.3666602403441,-80.0879155077223 40.3668992333656,-80.0876038809259 40.3578963830536,-80.0993723342588 40.3576574215651))",138147,-80.09364,40.36228
"POLYGON ((-80.0876038809259 40.3578963830536,-80.0879155077223 40.3668992333656,-80.0761454039322 40.3671370264867,-80.0758353445484 40.3581341448,-80.0876038809259 40.3578963830536))",139147,-80.08188,40.36252
"POLYGON ((-80.0758353445484 40.3581341448,-80.0761454039322 40.3671370264867,-80.0643752174817 40.3673736196951,-80.0640667255434 40.3583707067919,-80.0758353445484 40.3581341448))",140147,-80.07011,40.36275
"POLYGON ((-80.0640667255434 40.3583707067919,-80.0643752174817 40.3673736196951,-80.0526049487878 40.3676090129781,-80.052298024328 40.3586060690167,-80.0640667255434 40.3583707067919))",141147,-80.05834,40.36299
"POLYGON ((-80.052298024328 40.3586060690167,-80.0526049487878 40.3676090129781,-80.0408345982681 40.3678432063234,-80.0405292413194 40.3588402314621,-80.052298024328 40.3586060690167))",142147,-80.04657,40.36322
"POLYGON ((-80.0405292413194 40.3588402314621,-80.0408345982681 40.3678432063234,-80.0290641663398 40.3680761997186,-80.0287603769348 40.3590731941156,-80.0405292413194 40.3588402314621))",143147,-80.03480,40.36346
"POLYGON ((-80.0287603769348 40.3590731941156,-80.0290641663398 40.3680761997186,-80.0172936534202 40.3683079931514,-80.0169914315913 40.359304956965,-80.0287603769348 40.3590731941156))",144147,-80.02303,40.36369
"POLYGON ((-80.0169914315913 40.359304956965,-80.0172936534202 40.3683079931514,-80.0055230599268 40.3685385866096,-80.0052224057062 40.359535519998,-80.0169914315913 40.359304956965))",145147,-80.01126,40.36392
"POLYGON ((-80.0052224057062 40.359535519998,-80.0055230599268 40.3685385866096,-79.9937523862769 40.368767980081,-79.9934532996965 40.3597648832026,-80.0052224057062 40.359535519998))",146147,-79.99949,40.36415
"POLYGON ((-79.9934532996965 40.3597648832026,-79.9937523862769 40.368767980081,-79.981981632888 40.3689961735535,-79.9816841139797 40.3599930465665,-79.9934532996965 40.3597648832026))",147147,-79.98772,40.36438
"POLYGON ((-79.9816841139797 40.3599930465665,-79.981981632888 40.3689961735535,-79.9702108001773 40.3692231670151,-79.969914848973 40.3602200100777,-79.9816841139797 40.3599930465665))",148147,-79.97595,40.36461
"POLYGON ((-79.969914848973 40.3602200100777,-79.9702108001773 40.3692231670151,-79.9584398885625 40.3694489604537,-79.9581455050935 40.3604457737243,-79.969914848973 40.3602200100777))",149147,-79.96418,40.36483
"POLYGON ((-79.9581455050935 40.3604457737243,-79.9584398885625 40.3694489604537,-79.9466688984608 40.3696735538576,-79.9463760827586 40.3606703374943,-79.9581455050935 40.3604457737243))",150147,-79.95241,40.36506
"POLYGON ((-79.9463760827586 40.3606703374943,-79.9466688984608 40.3696735538576,-79.9348978302899 40.3698969472147,-79.9346065823857 40.3608937013759,-79.9463760827586 40.3606703374943))",151147,-79.94064,40.36528
"POLYGON ((-79.9346065823857 40.3608937013759,-79.9348978302899 40.3698969472147,-79.9231266844672 40.3701191405133,-79.922837004392 40.3611158653573,-79.9346065823857 40.3608937013759))",152147,-79.92887,40.36551
"POLYGON ((-79.922837004392 40.3611158653573,-79.9231266844672 40.3701191405133,-79.9113554614101 40.3703401337418,-79.9110673491948 40.3613368294268,-79.922837004392 40.3611158653573))",153147,-79.91710,40.36573
"POLYGON ((-79.9110673491948 40.3613368294268,-79.9113554614101 40.3703401337418,-79.8995841615362 40.3705599268883,-79.8992976172115 40.3615565935727,-79.9110673491948 40.3613368294268))",154147,-79.90533,40.36595
"POLYGON ((-79.8992976172115 40.3615565935727,-79.8995841615362 40.3705599268883,-79.8878127852631 40.3707785199414,-79.8875278088595 40.3617751577834,-79.8992976172115 40.3615565935727))",155147,-79.89356,40.36617
"POLYGON ((-79.8875278088595 40.3617751577834,-79.8878127852631 40.3707785199414,-79.8760413330083 40.3709959128895,-79.8757579245562 40.3619925220474,-79.8875278088595 40.3617751577834))",156147,-79.88178,40.36639
"POLYGON ((-79.8757579245562 40.3619925220474,-79.8760413330083 40.3709959128895,-79.8642698051893 40.3712121057211,-79.8639879647189 40.3622086863533,-79.8757579245562 40.3619925220474))",157147,-79.87001,40.36660
"POLYGON ((-79.8639879647189 40.3622086863533,-79.8642698051893 40.3712121057211,-79.8524982022238 40.3714270984248,-79.8522179297651 40.3624236506894,-79.8639879647189 40.3622086863533))",158147,-79.85824,40.36682
"POLYGON ((-79.8522179297651 40.3624236506894,-79.8524982022238 40.3714270984248,-79.8407265245294 40.3716408909893,-79.8404478201123 40.3626374150447,-79.8522179297651 40.3624236506894))",159147,-79.84647,40.36703
"POLYGON ((-79.8404478201123 40.3626374150447,-79.8407265245294 40.3716408909893,-79.8289547725235 40.3718534834032,-79.8286776361778 40.3628499794078,-79.8404478201123 40.3626374150447))",160147,-79.83470,40.36725
"POLYGON ((-79.8286776361778 40.3628499794078,-79.8289547725235 40.3718534834032,-79.817182946624 40.3720648756554,-79.8169073783791 40.3630613437674,-79.8286776361778 40.3628499794078))",161147,-79.82293,40.36746
"POLYGON ((-79.8169073783791 40.3630613437674,-79.817182946624 40.3720648756554,-79.8054110472484 40.3722750677347,-79.8051370471337 40.3632715081124,-79.8169073783791 40.3630613437674))",162147,-79.81116,40.36767
"POLYGON ((-79.8051370471337 40.3632715081124,-79.8054110472484 40.3722750677347,-79.7936390748145 40.37248405963,-79.7933666428592 40.3634804724317,-79.8051370471337 40.3632715081124))",163147,-79.79939,40.36788
"POLYGON ((-79.7933666428592 40.3634804724317,-79.7936390748145 40.37248405963,-79.7818670297398 40.3726918513302,-79.7815961659729 40.3636882367143,-79.7933666428592 40.3634804724317))",164147,-79.78762,40.36809
"POLYGON ((-79.7815961659729 40.3636882367143,-79.7818670297398 40.3726918513302,-79.7700949124421 40.3728984428245,-79.7698256168925 40.3638948009493,-79.7815961659729 40.3636882367143))",165147,-79.77585,40.36829
"POLYGON ((-79.7698256168925 40.3638948009493,-79.7700949124421 40.3728984428245,-79.7583227233391 40.3731038341019,-79.7580549960355 40.3641001651256,-79.7698256168925 40.3638948009493))",166147,-79.76407,40.36850
"POLYGON ((-79.7580549960355 40.3641001651256,-79.7583227233391 40.3731038341019,-79.7465504628484 40.3733080251515,-79.7462843038195 40.3643043292325,-79.7580549960355 40.3641001651256))",167147,-79.75230,40.36870
"POLYGON ((-79.7462843038195 40.3643043292325,-79.7465504628484 40.3733080251515,-79.734778131388 40.3735110159626,-79.7345135406619 40.3645072932592,-79.7462843038195 40.3643043292325))",168147,-79.74053,40.36891
"POLYGON ((-79.7345135406619 40.3645072932592,-79.734778131388 40.3735110159626,-79.7230057293754 40.3737128065245,-79.7227427069805 40.3647090571951,-79.7345135406619 40.3645072932592))",169147,-79.72876,40.36911
"POLYGON ((-79.7227427069805 40.3647090571951,-79.7230057293754 40.3737128065245,-79.7112332572285 40.3739133968265,-79.7109718031928 40.3649096210293,-79.7227427069805 40.3647090571951))",170147,-79.71699,40.36931
"POLYGON ((-79.7109718031928 40.3649096210293,-79.7112332572285 40.3739133968265,-79.6994607153651 40.374112786858,-79.6992008297164 40.3651089847515,-79.7109718031928 40.3649096210293))",171147,-79.70522,40.36951
"POLYGON ((-79.6992008297164 40.3651089847515,-79.6994607153651 40.374112786858,-79.6876881042029 40.3743109766085,-79.687429786969 40.3653071483509,-79.6992008297164 40.3651089847515))",172147,-79.69344,40.36971
"POLYGON ((-79.687429786969 40.3653071483509,-79.6876881042029 40.3743109766085,-79.6759154241599 40.3745079660676,-79.6756586753682 40.3655041118172,-79.687429786969 40.3653071483509))",173147,-79.68167,40.36991
"POLYGON ((-79.6756586753682 40.3655041118172,-79.6759154241599 40.3745079660676,-79.6641426756537 40.3747037552248,-79.6638874953316 40.36569987514,-79.6756586753682 40.3655041118172))",174147,-79.66990,40.37010
"POLYGON ((-80.2284893756383 40.3459471917468,-80.2288197206995 40.35494966587,-80.2170522083817 40.3552018236746,-80.2167234299068 40.3461993162805,-80.2284893756383 40.3459471917468))",127148,-80.22277,40.35057
"POLYGON ((-80.2167234299068 40.3461993162805,-80.2170522083817 40.3552018236746,-80.2052846084323 40.3554527818793,-80.2049573965786 40.3464502413726,-80.2167234299068 40.3461993162805))",128148,-80.21100,40.35083
"POLYGON ((-80.2049573965786 40.3464502413726,-80.2052846084323 40.3554527818793,-80.1935169212681 40.3557025404709,-80.1931912760706 40.3466999670098,-80.2049573965786 40.3464502413726))",129148,-80.19924,40.35108
"POLYGON ((-80.1931912760706 40.3466999670098,-80.1935169212681 40.3557025404709,-80.1817491473061 40.3559510994363,-80.1814250687993 40.346948493179,-80.1931912760706 40.3466999670098))",130148,-80.18747,40.35133
"POLYGON ((-80.1814250687993 40.346948493179,-80.1817491473061 40.3559510994363,-80.1699812869632 40.3561984587623,-80.1696587751817 40.347195819867,-80.1814250687993 40.346948493179))",131148,-80.17570,40.35157
"POLYGON ((-80.1696587751817 40.347195819867,-80.1699812869632 40.3561984587623,-80.1582133406563 40.3564446184359,-80.1578923956345 40.3474419470608,-80.1696587751817 40.347195819867))",132148,-80.16394,40.35182
"POLYGON ((-80.1578923956345 40.3474419470608,-80.1582133406563 40.3564446184359,-80.1464453088026 40.3566895784441,-80.1461259305747 40.3476868747474,-80.1578923956345 40.3474419470608))",133148,-80.15217,40.35207
"POLYGON ((-80.1461259305747 40.3476868747474,-80.1464453088026 40.3566895784441,-80.1346771918189 40.3569333387739,-80.1343593804188 40.3479306029139,-80.1461259305747 40.3476868747474))",134148,-80.14040,40.35231
"POLYGON ((-80.1343593804188 40.3479306029139,-80.1346771918189 40.3569333387739,-80.1229089901223 40.3571758994126,-80.122592745584 40.3481731315474,-80.1343593804188 40.3479306029139))",135148,-80.12863,40.35255
"POLYGON ((-80.122592745584 40.3481731315474,-80.1229089901223 40.3571758994126,-80.1111407041299 40.3574172603472,-80.110826026487 40.3484144606351,-80.122592745584 40.3481731315474))",136148,-80.11687,40.35280
"POLYGON ((-80.110826026487 40.3484144606351,-80.1111407041299 40.3574172603472,-80.0993723342588 40.3576574215651,-80.0990592235447 40.3486545901643,-80.110826026487 40.3484144606351))",137148,-80.10510,40.35304
"POLYGON ((-80.0990592235447 40.3486545901643,-80.0993723342588 40.3576574215651,-80.0876038809259 40.3578963830536,-80.0872923371741 40.3488935201224,-80.0990592235447 40.3486545901643))",138148,-80.09333,40.35328
"POLYGON ((-80.0872923371741 40.3488935201224,-80.0876038809259 40.3578963830536,-80.0758353445484 40.3581341448,-80.075525367792 40.3491312504966,-80.0872923371741 40.3488935201224))",139148,-80.08156,40.35351
"POLYGON ((-80.075525367792 40.3491312504966,-80.0758353445484 40.3581341448,-80.0640667255434 40.3583707067919,-80.0637583158155 40.3493677812745,-80.075525367792 40.3491312504966))",140148,-80.06980,40.35375
"POLYGON ((-80.0637583158155 40.3493677812745,-80.0640667255434 40.3583707067919,-80.052298024328 40.3586060690167,-80.0519911816614 40.3496031124436,-80.0637583158155 40.3493677812745))",141148,-80.05803,40.35399
"POLYGON ((-80.0519911816614 40.3496031124436,-80.052298024328 40.3586060690167,-80.0405292413194 40.3588402314621,-80.0402239657468 40.3498372439915,-80.0519911816614 40.3496031124436))",142148,-80.04626,40.35422
"POLYGON ((-80.0402239657468 40.3498372439915,-80.0405292413194 40.3588402314621,-80.0287603769348 40.3590731941156,-80.0284566684887 40.3500701759058,-80.0402239657468 40.3498372439915))",143148,-80.03449,40.35446
"POLYGON ((-80.0284566684887 40.3500701759058,-80.0287603769348 40.3590731941156,-80.0169914315913 40.359304956965,-80.016689290304 40.3503019081742,-80.0284566684887 40.3500701759058))",144148,-80.02272,40.35469
"POLYGON ((-80.016689290304 40.3503019081742,-80.0169914315913 40.359304956965,-80.0052224057062 40.359535519998,-80.0049218316099 40.3505324407845,-80.016689290304 40.3503019081742))",145148,-80.01096,40.35492
"POLYGON ((-80.0049218316099 40.3505324407845,-80.0052224057062 40.359535519998,-79.9934532996965 40.3597648832026,-79.9931542928234 40.3507617737245,-80.0049218316099 40.3505324407845))",146148,-79.99919,40.35515
"POLYGON ((-79.9931542928234 40.3507617737245,-79.9934532996965 40.3597648832026,-79.9816841139797 40.3599930465665,-79.9813866743615 40.3509899069822,-79.9931542928234 40.3507617737245))",147148,-79.98742,40.35538
"POLYGON ((-79.9813866743615 40.3509899069822,-79.9816841139797 40.3599930465665,-79.969914848973 40.3602200100777,-79.9696189766413 40.3512168405455,-79.9813866743615 40.3509899069822))",148148,-79.97565,40.35561
"POLYGON ((-79.9696189766413 40.3512168405455,-79.969914848973 40.3602200100777,-79.9581455050935 40.3604457737243,-79.95785120008 40.3514425744024,-79.9696189766413 40.3512168405455))",149148,-79.96388,40.35583
"POLYGON ((-79.95785120008 40.3514425744024,-79.9581455050935 40.3604457737243,-79.9463760827586 40.3606703374943,-79.9460833450946 40.351667108541,-79.95785120008 40.3514425744024))",150148,-79.95211,40.35606
"POLYGON ((-79.9460833450946 40.351667108541,-79.9463760827586 40.3606703374943,-79.9346065823857 40.3608937013759,-79.9343154121023 40.3518904429494,-79.9460833450946 40.351667108541))",151148,-79.94035,40.35628
"POLYGON ((-79.9343154121023 40.3518904429494,-79.9346065823857 40.3608937013759,-79.922837004392 40.3611158653573,-79.9225474015202 40.3521125776159,-79.9343154121023 40.3518904429494))",152148,-79.92858,40.35650
"POLYGON ((-79.9225474015202 40.3521125776159,-79.922837004392 40.3611158653573,-79.9110673491948 40.3613368294268,-79.9107793137656 40.3523335125288,-79.9225474015202 40.3521125776159))",153148,-79.91681,40.35672
"POLYGON ((-79.9107793137656 40.3523335125288,-79.9110673491948 40.3613368294268,-79.8992976172115 40.3615565935727,-79.8990111492555 40.3525532476763,-79.9107793137656 40.3523335125288))",154148,-79.90504,40.35695
"POLYGON ((-79.8990111492555 40.3525532476763,-79.8992976172115 40.3615565935727,-79.8875278088595 40.3617751577834,-79.8872429084073 40.352771783047,-79.8990111492555 40.3525532476763))",155148,-79.89327,40.35716
"POLYGON ((-79.8872429084073 40.352771783047,-79.8875278088595 40.3617751577834,-79.8757579245562 40.3619925220474,-79.875474591638 40.3529891186292,-79.8872429084073 40.352771783047))",156148,-79.88150,40.35738
"POLYGON ((-79.875474591638 40.3529891186292,-79.8757579245562 40.3619925220474,-79.8639879647189 40.3622086863533,-79.863706199365 40.3532052544115,-79.875474591638 40.3529891186292))",157148,-79.86973,40.35760
