PIXEL,X,Y,id
140125,-80.0769297455,40.5608142928,"140,125"
141125,-80.0651257162,40.5610509561,"141,125"
142125,-80.0533216042,40.5612864161,"142,125"
143125,-80.0415174099,40.5615206727,"143,125"
144125,-80.0297131336,40.5617537259,"144,125"
145125,-80.0179087759,40.5619855758,"145,125"
146125,-80.0061043371,40.5622162223,"146,125"
147125,-79.9942998177,40.5624456654,"147,125"
148125,-79.9824952181,40.5626739051,"148,125"
149125,-79.9706905387,40.5629009413,"149,125"
150125,-79.9588857798,40.5631267742,"150,125"
151125,-79.9470809421,40.5633514035,"151,125"
152125,-79.9352760258,40.5635748295,"152,125"
153125,-79.9234710314,40.5637970519,"153,125"
154125,-79.9116659593,40.5640180709,"154,125"
155125,-79.8998608099,40.5642378863,"155,125"
156125,-79.8880555837,40.5644564983,"156,125"
157125,-79.8762502810,40.5646739068,"157,125"
158125,-79.8644449024,40.5648901117,"158,125"
159125,-79.8526394481,40.5651051131,"159,125"
160125,-79.8408339187,40.5653189109,"160,125"
161125,-79.8290283146,40.5655315052,"161,125"
162125,-79.8172226361,40.5657428959,"162,125"
163125,-79.8054168837,40.5659530830,"163,125"
164125,-79.7936110579,40.5661620665,"164,125"
165125,-79.7818051590,40.5663698464,"165,125"
166125,-79.7699991874,40.5665764227,"166,125"
167125,-79.7581931437,40.5667817953,"167,125"
122126,-80.2890482172,40.5473466136,"122,126"
123126,-80.2772473251,40.5476049007,"123,126"
124126,-80.2654463427,40.5478619849,"124,126"
125126,-80.2536452705,40.5481178661,"125,126"
126126,-80.2418441088,40.5483725443,"126,126"
127126,-80.2300428581,40.5486260196,"127,126"
128126,-80.2182415189,40.5488782919,"128,126"
129126,-80.2064400914,40.5491293611,"129,126"
130126,-80.1946385762,40.5493792274,"130,126"
131126,-80.1828369736,40.5496278906,"131,126"
132126,-80.1710352842,40.5498753507,"132,126"
133126,-80.1592335082,40.5501216078,"133,126"
134126,-80.1474316461,40.5503666618,"134,126"
135126,-80.1356296984,40.5506105127,"135,126"
136126,-80.1238276655,40.5508531605,"136,126"
137126,-80.1120255478,40.5510946052,"137,126"
138126,-80.1002233456,40.5513348468,"138,126"
139126,-80.0884210595,40.5515738852,"139,126"
140126,-80.0766186898,40.5518117205,"140,126"
141126,-80.0648162370,40.5520483526,"141,126"
142126,-80.0530137015,40.5522837815,"142,126"
143126,-80.0412110837,40.5525180073,"143,126"
144126,-80.0294083840,40.5527510298,"144,126"
145126,-80.0176056029,40.5529828491,"145,126"
146126,-80.0058027408,40.5532134652,"146,126"
147126,-79.9939997980,40.5534428781,"147,126"
148126,-79.9821967751,40.5536710877,"148,126"
149126,-79.9703936724,40.5538980940,"149,126"
150126,-79.9585904904,40.5541238971,"150,126"
151126,-79.9467872294,40.5543484969,"151,126"
152126,-79.9349838899,40.5545718933,"152,126"
153126,-79.9231804724,40.5547940865,"153,126"
154126,-79.9113769772,40.5550150763,"154,126"
155126,-79.8995734047,40.5552348628,"155,126"
156126,-79.8877697554,40.5554534460,"156,126"
157126,-79.8759660298,40.5556708258,"157,126"
158126,-79.8641622281,40.5558870022,"158,126"
159126,-79.8523583509,40.5561019752,"159,126"
160126,-79.8405543986,40.5563157449,"160,126"
161126,-79.8287503715,40.5565283111,"161,126"
162126,-79.8169462702,40.5567396740,"162,126"
163126,-79.8051420950,40.5569498334,"163,126"
164126,-79.7933378463,40.5571587893,"164,126"
165126,-79.7815335246,40.5573665419,"165,126"
166126,-79.7697291303,40.5575730909,"166,126"
167126,-79.7579246639,40.5577784365,"167,126"
168126,-79.7461201256,40.5579825786,"168,126"
169126,-79.7343155160,40.5581855172,"169,126"
170126,-79.7225108355,40.5583872523,"170,126"
121127,-80.3005081076,40.5380851565,"121,127"
122127,-80.2887088816,40.5383446124,"122,127"
123127,-80.2769095649,40.5386028654,"123,127"
124127,-80.2651101580,40.5388599157,"124,127"
125127,-80.2533106613,40.5391157632,"125,127"
126127,-80.2415110752,40.5393704079,"126,127"
127127,-80.2297114000,40.5396238498,"127,127"
128127,-80.2179116364,40.5398760888,"128,127"
129127,-80.2061117845,40.5401271250,"129,127"
130127,-80.1943118450,40.5403769583,"130,127"
131127,-80.1825118182,40.5406255887,"131,127"
132127,-80.1707117044,40.5408730162,"132,127"
133127,-80.1589115042,40.5411192408,"133,127"
134127,-80.1471112180,40.5413642626,"134,127"
135127,-80.1353108462,40.5416080813,"135,127"
136127,-80.1235103891,40.5418506972,"136,127"
137127,-80.1117098473,40.5420921100,"137,127"
138127,-80.0999092211,40.5423323199,"138,127"
139127,-80.0881085109,40.5425713269,"139,127"
140127,-80.0763077173,40.5428091308,"140,127"
141127,-80.0645068405,40.5430457317,"141,127"
142127,-80.0527058811,40.5432811296,"142,127"
143127,-80.0409048394,40.5435153245,"143,127"
144127,-80.0291037159,40.5437483163,"144,127"
145127,-80.0173025110,40.5439801051,"145,127"
146127,-80.0055012250,40.5442106908,"146,127"
147127,-79.9936998585,40.5444400734,"147,127"
148127,-79.9818984119,40.5446682529,"148,127"
149127,-79.9700968855,40.5448952293,"149,127"
150127,-79.9582952798,40.5451210026,"150,127"
151127,-79.9464935952,40.5453455728,"151,127"
152127,-79.9346918321,40.5455689398,"152,127"
153127,-79.9228899910,40.5457911037,"153,127"
154127,-79.9110880723,40.5460120644,"154,127"
155127,-79.8992860763,40.5462318219,"155,127"
156127,-79.8874840036,40.5464503763,"156,127"
157127,-79.8756818545,40.5466677274,"157,127"
158127,-79.8638796294,40.5468838754,"158,127"
159127,-79.8520773288,40.5470988201,"159,127"
160127,-79.8402749532,40.5473125615,"160,127"
161127,-79.8284725028,40.5475250998,"161,127"
162127,-79.8166699782,40.5477364348,"162,127"
163127,-79.8048673797,40.5479465665,"163,127"
164127,-79.7930647078,40.5481554949,"164,127"
165127,-79.7812619629,40.5483632200,"165,127"
166127,-79.7694591454,40.5485697419,"166,127"
167127,-79.7576562558,40.5487750604,"167,127"
168127,-79.7458532945,40.5489791756,"168,127"
169127,-79.7340502618,40.5491820874,"169,127"
170127,-79.7222471582,40.5493837960,"170,127"
171127,-79.7104439842,40.5495843011,"171,127"
120128,-80.3119648477,40.5288225480,"120,128"
121128,-80.3001672877,40.5290831723,"121,128"
122128,-80.2883696367,40.5293425939,"122,128"
123128,-80.2765718950,40.5296008130,"123,128"
124128,-80.2647740631,40.5298578294,"124,128"
125128,-80.2529761415,40.5301136432,"125,128"
126128,-80.2411781305,40.5303682543,"126,128"
127128,-80.2293800305,40.5306216627,"127,128"
128128,-80.2175818420,40.5308738685,"128,128"
129128,-80.2057835654,40.5311248716,"129,128"
130128,-80.1939852011,40.5313746720,"130,128"
131128,-80.1821867496,40.5316232696,"131,128"
132128,-80.1703882112,40.5318706645,"132,128"
133128,-80.1585895863,40.5321168567,"133,128"
134128,-80.1467908755,40.5323618461,"134,128"
135128,-80.1349920791,40.5326056328,"135,128"
136128,-80.1231931975,40.5328482166,"136,128"
137128,-80.1113942311,40.5330895977,"137,128"
138128,-80.0995951805,40.5333297759,"138,128"
139128,-80.0877960459,40.5335687513,"139,128"
140128,-80.0759968278,40.5338065239,"140,128"
141128,-80.0641975267,40.5340430937,"141,128"
142128,-80.0523981430,40.5342784605,"142,128"
143128,-80.0405986770,40.5345126245,"143,128"
144128,-80.0287991292,40.5347455856,"144,128"
145128,-80.0169995000,40.5349773439,"145,128"
146128,-80.0051997899,40.5352078992,"146,128"
147128,-79.9933999992,40.5354372515,"147,128"
148128,-79.9816001284,40.5356654010,"148,128"
149128,-79.9698001779,40.5358923475,"149,128"
150128,-79.9580001481,40.5361180910,"150,128"
151128,-79.9462000395,40.5363426316,"151,128"
152128,-79.9343998524,40.5365659692,"152,128"
153128,-79.9225995873,40.5367881038,"153,128"
154128,-79.9107992446,40.5370090354,"154,128"
155128,-79.8989988247,40.5372287639,"155,128"
156128,-79.8871983281,40.5374472895,"156,128"
157128,-79.8753977551,40.5376646120,"157,128"
158128,-79.8635971062,40.5378807314,"158,128"
159128,-79.8517963819,40.5380956478,"159,128"
160128,-79.8399955824,40.5383093611,"160,128"
161128,-79.8281947083,40.5385218713,"161,128"
162128,-79.8163937600,40.5387331784,"162,128"
163128,-79.8045927378,40.5389432824,"163,128"
164128,-79.7927916423,40.5391521833,"164,128"
165128,-79.7809904738,40.5393598811,"165,128"
166128,-79.7691892327,40.5395663757,"166,128"
167128,-79.7573879195,40.5397716671,"167,128"
168128,-79.7455865346,40.5399757554,"168,128"
169128,-79.7337850784,40.5401786405,"169,128"
170128,-79.7219835514,40.5403803225,"170,128"
171128,-79.7101819539,40.5405808012,"171,128"
172128,-79.6983802864,40.5407800767,"172,128"
119129,-80.3234184383,40.5195587888,"119,129"
120129,-80.3116225443,40.5198205811,"120,129"
121129,-80.2998265588,40.5200811710,"121,129"
122129,-80.2880304824,40.5203405585,"122,129"
123129,-80.2762343153,40.5205987435,"123,129"
124129,-80.2644380581,40.5208557260,"124,129"
125129,-80.2526417111,40.5211115061,"125,129"
126129,-80.2408452747,40.5213660837,"126,129"
127129,-80.2290487495,40.5216194587,"127,129"
128129,-80.2172521358,40.5218716312,"128,129"
129129,-80.2054554340,40.5221226012,"129,129"
130129,-80.1936586445,40.5223723687,"130,129"
131129,-80.1818617678,40.5226209336,"131,129"
132129,-80.1700648043,40.5228682959,"132,129"
133129,-80.1582677544,40.5231144556,"133,129"
134129,-80.1464706186,40.5233594127,"134,129"
135129,-80.1346733971,40.5236031672,"135,129"
136129,-80.1228760906,40.5238457191,"136,129"
137129,-80.1110786993,40.5240870683,"137,129"
138129,-80.0992812238,40.5243272149,"138,129"
139129,-80.0874836643,40.5245661588,"139,129"
140129,-80.0756860215,40.5248039001,"140,129"
141129,-80.0638882956,40.5250404386,"141,129"
142129,-80.0520904870,40.5252757745,"142,129"
143129,-80.0402925963,40.5255099076,"143,129"
144129,-80.0284946238,40.5257428380,"144,129"
145129,-80.0166965700,40.5259745657,"145,129"
146129,-80.0048984352,40.5262050906,"146,129"
147129,-79.9931002200,40.5264344128,"147,129"
148129,-79.9813019246,40.5266625321,"148,129"
149129,-79.9695035496,40.5268894487,"149,129"
150129,-79.9577050953,40.5271151625,"150,129"
151129,-79.9459065622,40.5273396735,"151,129"
152129,-79.9341079507,40.5275629816,"152,129"
153129,-79.9223092612,40.5277850869,"153,129"
154129,-79.9105104941,40.5280059894,"154,129"
155129,-79.8987116499,40.5282256890,"155,129"
156129,-79.8869127289,40.5284441857,"156,129"
157129,-79.8751137317,40.5286614796,"157,129"
158129,-79.8633146586,40.5288775705,"158,129"
159129,-79.8515155100,40.5290924586,"159,129"
160129,-79.8397162863,40.5293061437,"160,129"
161129,-79.8279169880,40.5295186259,"161,129"
162129,-79.8161176156,40.5297299052,"162,129"
163129,-79.8043181693,40.5299399815,"163,129"
164129,-79.7925186497,40.5301488548,"164,129"
165129,-79.7807190572,40.5303565252,"165,129"
166129,-79.7689193921,40.5305629926,"166,129"
167129,-79.7571196549,40.5307682570,"167,129"
168129,-79.7453198461,40.5309723184,"168,129"
169129,-79.7335199660,40.5311751767,"169,129"
170129,-79.7217200150,40.5313768321,"170,129"
171129,-79.7099199936,40.5315772844,"171,129"
172129,-79.6981199023,40.5317765337,"172,129"
173129,-79.6863197413,40.5319745799,"173,129"
118130,-80.3348688805,40.5102938796,"118,130"
119130,-80.3230746524,40.5105568396,"119,130"
120130,-80.3112803324,40.5108185975,"120,130"
121130,-80.2994859210,40.5110791530,"121,130"
122130,-80.2876914187,40.5113385063,"122,130"
123130,-80.2758968258,40.5115966573,"123,130"
124130,-80.2641021427,40.5118536059,"124,130"
125130,-80.2523073700,40.5121093523,"125,130"
126130,-80.2405125079,40.5123638963,"126,130"
127130,-80.2287175570,40.5126172379,"127,130"
128130,-80.2169225176,40.5128693772,"128,130"
129130,-80.2051273902,40.5131203141,"129,130"
130130,-80.1933321751,40.5133700486,"130,130"
131130,-80.1815368729,40.5136185808,"131,130"
132130,-80.1697414839,40.5138659105,"132,130"
133130,-80.1579460085,40.5141120377,"133,130"
134130,-80.1461504472,40.5143569626,"134,130"
135130,-80.1343548004,40.5146006849,"135,130"
136130,-80.1225590684,40.5148432049,"136,130"
137130,-80.1107632518,40.5150845223,"137,130"
138130,-80.0989673509,40.5153246372,"138,130"
139130,-80.0871713662,40.5155635496,"139,130"
140130,-80.0753752981,40.5158012595,"140,130"
141130,-80.0635791470,40.5160377669,"141,130"
142130,-80.0517829133,40.5162730717,"142,130"
143130,-80.0399865974,40.5165071740,"143,130"
144130,-80.0281901998,40.5167400737,"144,130"
145130,-80.0163937209,40.5169717708,"145,130"
146130,-80.0045971611,40.5172022653,"146,130"
147130,-79.9928005208,40.5174315573,"147,130"
148130,-79.9810038005,40.5176596466,"148,130"
149130,-79.9692070005,40.5178865332,"149,130"
150130,-79.9574101213,40.5181122173,"150,130"
151130,-79.9456131633,40.5183366986,"151,130"
152130,-79.9338161269,40.5185599773,"152,130"
153130,-79.9220190126,40.5187820534,"153,130"
154130,-79.9102218207,40.5190029267,"154,130"
155130,-79.8984245518,40.5192225974,"155,130"
156130,-79.8866272061,40.5194410653,"156,130"
157130,-79.8748297841,40.5196583305,"157,130"
158130,-79.8630322863,40.5198743930,"158,130"
159130,-79.8512347131,40.5200892527,"159,130"
160130,-79.8394370648,40.5203029096,"160,130"
161130,-79.8276393420,40.5205153638,"161,130"
162130,-79.8158415450,40.5207266152,"162,130"
163130,-79.8040436742,40.5209366639,"163,130"
164130,-79.7922457301,40.5211455097,"164,130"
165130,-79.7804477131,40.5213531527,"165,130"
166130,-79.7686496236,40.5215595928,"166,130"
167130,-79.7568514620,40.5217648302,"167,130"
168130,-79.7450532288,40.5219688647,"168,130"
169130,-79.7332549243,40.5221716963,"169,130"
170130,-79.7214565490,40.5223733251,"170,130"
171130,-79.7096581034,40.5225737509,"171,130"
172130,-79.6978595878,40.5227729739,"172,130"
173130,-79.6860610026,40.5229709940,"173,130"
117131,-80.3463161751,40.5010278210,"117,131"
118131,-80.3345236128,40.5012919485,"118,131"
119131,-80.3227309582,40.5015548739,"119,131"
120131,-80.3109382119,40.5018165972,"120,131"
121131,-80.2991453742,40.5020771184,"121,131"
122131,-80.2873524455,40.5023364375,"122,131"
123131,-80.2755594264,40.5025945545,"123,131"
124131,-80.2637663171,40.5028514693,"124,131"
125131,-80.2519731182,40.5031071819,"125,131"
126131,-80.2401798300,40.5033616923,"126,131"
127131,-80.2283864529,40.5036150006,"127,131"
128131,-80.2165929875,40.5038671066,"128,131"
129131,-80.2047994340,40.5041180105,"129,131"
130131,-80.1930057930,40.5043677121,"130,131"
131131,-80.1812120647,40.5046162114,"131,131"
132131,-80.1694182498,40.5048635085,"132,131"
133131,-80.1576243485,40.5051096034,"133,131"
134131,-80.1458303613,40.5053544959,"134,131"
135131,-80.1340362887,40.5055981861,"135,131"
136131,-80.1222421309,40.5058406741,"136,131"
137131,-80.1104478886,40.5060819597,"137,131"
138131,-80.0986535620,40.5063220430,"138,131"
139131,-80.0868591516,40.5065609239,"139,131"
140131,-80.0750646578,40.5067986025,"140,131"
141131,-80.0632700810,40.5070350787,"141,131"
142131,-80.0514754217,40.5072703525,"142,131"
143131,-80.0396806803,40.5075044239,"143,131"
144131,-80.0278858572,40.5077372929,"144,131"
145131,-80.0160909528,40.5079689595,"145,131"
146131,-80.0042959675,40.5081994236,"146,131"
147131,-79.9925009018,40.5084286853,"147,131"
148131,-79.9807057560,40.5086567445,"148,131"
149131,-79.9689105307,40.5088836013,"149,131"
150131,-79.9571152261,40.5091092555,"150,131"
151131,-79.9453198428,40.5093337073,"151,131"
152131,-79.9335243812,40.5095569566,"152,131"
153131,-79.9217288416,40.5097790034,"153,131"
154131,-79.9099332245,40.5099998476,"154,131"
155131,-79.8981375304,40.5102194893,"155,131"
156131,-79.8863417595,40.5104379284,"156,131"
157131,-79.8745459125,40.5106551649,"157,131"
158131,-79.8627499896,40.5108711989,"158,131"
159131,-79.8509539913,40.5110860303,"159,131"
160131,-79.8391579180,40.5112996591,"160,131"
161131,-79.8273617701,40.5115120853,"161,131"
162131,-79.8155655481,40.5117233089,"162,131"
163131,-79.8037692524,40.5119333298,"163,131"
164131,-79.7919728834,40.5121421481,"164,131"
165131,-79.7801764415,40.5123497637,"165,131"
166131,-79.7683799271,40.5125561766,"166,131"
167131,-79.7565833407,40.5127613869,"167,131"
168131,-79.7447866827,40.5129653945,"168,131"
169131,-79.7329899535,40.5131681994,"169,131"
170131,-79.7211931535,40.5133698016,"170,131"
171131,-79.7093962831,40.5135702010,"171,131"
172131,-79.6975993428,40.5137693978,"172,131"
173131,-79.6858023330,40.5139673918,"173,131"
115132,-80.3695511267,40.4914941174,"115,132"
116132,-80.3577603231,40.4917606138,"116,132"
117132,-80.3459694264,40.4920259084,"117,132"
118132,-80.3341784372,40.4922900011,"118,132"
119132,-80.3223873558,40.4925528919,"119,132"
120132,-80.3105961827,40.4928145807,"120,132"
121132,-80.2988049182,40.4930750675,"121,132"
122132,-80.2870135629,40.4933343524,"122,132"
123132,-80.2752221171,40.4935924353,"123,132"
124132,-80.2634305812,40.4938493163,"124,132"
125132,-80.2516389556,40.4941049952,"125,132"
126132,-80.2398472409,40.4943594721,"126,132"
127132,-80.2280554373,40.4946127469,"127,132"
128132,-80.2162635453,40.4948648198,"128,132"
129132,-80.2044715654,40.4951156905,"129,132"
130132,-80.1926794979,40.4953653592,"130,132"
131132,-80.1808873433,40.4956138258,"131,132"
132132,-80.1690951020,40.4958610903,"132,132"
133132,-80.1573027744,40.4961071527,"133,132"
134132,-80.1455103610,40.4963520129,"134,132"
135132,-80.1337178620,40.4965956711,"135,132"
136132,-80.1219252781,40.4968381270,"136,132"
137132,-80.1101326095,40.4970793808,"137,132"
138132,-80.0983398568,40.4973194325,"138,132"
139132,-80.0865470203,40.4975582819,"139,132"
140132,-80.0747541004,40.4977959291,"140,132"
141132,-80.0629610976,40.4980323741,"141,132"
142132,-80.0511680123,40.4982676169,"142,132"
143132,-80.0393748449,40.4985016575,"143,132"
144132,-80.0275815958,40.4987344958,"144,132"
145132,-80.0157882655,40.4989661318,"145,132"
146132,-80.0039948543,40.4991965656,"146,132"
147132,-79.9922013627,40.4994257970,"147,132"
148132,-79.9804077911,40.4996538262,"148,132"
149132,-79.9686141400,40.4998806530,"149,132"
150132,-79.9568204097,40.5001062776,"150,132"
151132,-79.9450266007,40.5003306998,"151,132"
152132,-79.9332327133,40.5005539196,"152,132"
153132,-79.9214387481,40.5007759371,"153,132"
154132,-79.9096447054,40.5009967522,"154,132"
155132,-79.8978505856,40.5012163649,"155,132"
156132,-79.8860563892,40.5014347752,"156,132"
157132,-79.8742621166,40.5016519832,"157,132"
158132,-79.8624677682,40.5018679887,"158,132"
159132,-79.8506733444,40.5020827917,"159,132"
160132,-79.8388788457,40.5022963924,"160,132"
161132,-79.8270842724,40.5025087905,"161,132"
162132,-79.8152896250,40.5027199862,"162,132"
163132,-79.8034949039,40.5029299795,"163,132"
164132,-79.7917001096,40.5031387702,"164,132"
165132,-79.7799052424,40.5033463585,"165,132"
166132,-79.7681103027,40.5035527442,"166,132"
167132,-79.7563152911,40.5037579274,"167,132"
168132,-79.7445202078,40.5039619081,"168,132"
169132,-79.7327250534,40.5041646863,"169,132"
170132,-79.7209298283,40.5043662619,"170,132"
171132,-79.7091345328,40.5045666349,"171,132"
172132,-79.6973391673,40.5047658054,"172,132"
173132,-79.6855437324,40.5049637733,"173,132"
115133,-80.3692013252,40.4824922588,"115,133"
116133,-80.3574120943,40.4827587201,"116,133"
117133,-80.3456227703,40.4830239797,"117,133"
118133,-80.3338333538,40.4832880376,"118,133"
119133,-80.3220438452,40.4835508937,"119,133"
120133,-80.3102542449,40.4838125480,"120,133"
121133,-80.2984645532,40.4840730005,"121,133"
122133,-80.2866747708,40.4843322512,"122,133"
123133,-80.2748848978,40.4845903001,"123,133"
124133,-80.2630949349,40.4848471472,"124,133"
125133,-80.2513048823,40.4851027924,"125,133"
126133,-80.2395147406,40.4853572357,"126,133"
127133,-80.2277245100,40.4856104772,"127,133"
128133,-80.2159341912,40.4858625168,"128,133"
129133,-80.2041437844,40.4861133545,"129,133"
130133,-80.1923532900,40.4863629902,"130,133"
131133,-80.1805627086,40.4866114241,"131,133"
132133,-80.1687720405,40.4868586560,"132,133"
133133,-80.1569812862,40.4871046859,"133,133"
134133,-80.1451904460,40.4873495139,"134,133"
135133,-80.1333995204,40.4875931399,"135,133"
136133,-80.1216085099,40.4878355639,"136,133"
137133,-80.1098174147,40.4880767859,"137,133"
138133,-80.0980262354,40.4883168059,"138,133"
139133,-80.0862349723,40.4885556238,"139,133"
140133,-80.0744436259,40.4887932397,"140,133"
141133,-80.0626521967,40.4890296536,"141,133"
142133,-80.0508606849,40.4892648653,"142,133"
143133,-80.0390690911,40.4894988750,"143,133"
144133,-80.0272774156,40.4897316826,"144,133"
145133,-80.0154856590,40.4899632881,"145,133"
146133,-80.0036938215,40.4901936915,"146,133"
147133,-79.9919019037,40.4904228927,"147,133"
148133,-79.9801099058,40.4906508918,"148,133"
149133,-79.9683178285,40.4908776888,"149,133"
150133,-79.9565256720,40.4911032836,"150,133"
151133,-79.9447334368,40.4913276762,"151,133"
152133,-79.9329411234,40.4915508666,"152,133"
153133,-79.9211487320,40.4917728548,"153,133"
154133,-79.9093562633,40.4919936408,"154,133"
155133,-79.8975637175,40.4922132245,"155,133"
156133,-79.8857710951,40.4924316061,"156,133"
157133,-79.8739783965,40.4926487853,"157,133"
158133,-79.8621856222,40.4928647624,"158,133"
159133,-79.8503927725,40.4930795371,"159,133"
160133,-79.8385998479,40.4932931096,"160,133"
161133,-79.8268068488,40.4935054798,"161,133"
162133,-79.8150137756,40.4937166476,"162,133"
163133,-79.8032206287,40.4939266132,"163,133"
164133,-79.7914274086,40.4941353764,"164,133"
165133,-79.7796341157,40.4943429373,"165,133"
166133,-79.7678407503,40.4945492958,"166,133"
167133,-79.7560473130,40.4947544520,"167,133"
168133,-79.7442538041,40.4949584058,"168,133"
169133,-79.7324602241,40.4951611572,"169,133"
170133,-79.7206665734,40.4953627062,"170,133"
171133,-79.7088728523,40.4955630528,"171,133"
172133,-79.6970790614,40.4957621970,"172,133"
173133,-79.6852852010,40.4959601388,"173,133"
115134,-80.3688516172,40.4734903843,"115,134"
116134,-80.3570639584,40.4737568105,"116,134"
117134,-80.3452762067,40.4740220351,"117,134"
118134,-80.3334883625,40.4742860582,"118,134"
119134,-80.3217004262,40.4745488796,"119,134"
120134,-80.3099123983,40.4748104994,"120,134"
121134,-80.2981242791,40.4750709176,"121,134"
122134,-80.2863360691,40.4753301341,"122,134"
123134,-80.2745477686,40.4755881490,"123,134"
124134,-80.2627593782,40.4758449622,"124,134"
125134,-80.2509708982,40.4761005737,"125,134"
126134,-80.2391823290,40.4763549835,"126,134"
127134,-80.2273936711,40.4766081916,"127,134"
128134,-80.2156049249,40.4768601979,"128,134"
129134,-80.2038160908,40.4771110026,"129,134"
130134,-80.1920271692,40.4773606054,"130,134"
131134,-80.1802381606,40.4776090065,"131,134"
132134,-80.1684490653,40.4778562058,"132,134"
133134,-80.1566598838,40.4781022033,"133,134"
134134,-80.1448706165,40.4783469990,"134,134"
135134,-80.1330812638,40.4785905929,"135,134"
136134,-80.1212918262,40.4788329849,"136,134"
137134,-80.1095023040,40.4790741751,"137,134"
138134,-80.0977126977,40.4793141634,"138,134"
139134,-80.0859230077,40.4795529499,"139,134"
140134,-80.0741332344,40.4797905345,"140,134"
141134,-80.0623433782,40.4800269171,"141,134"
142134,-80.0505534396,40.4802620979,"142,134"
143134,-80.0387634190,40.4804960767,"143,134"
144134,-80.0269733167,40.4807288536,"144,134"
145134,-80.0151831333,40.4809604286,"145,134"
146134,-80.0033928691,40.4811908016,"146,134"
147134,-79.9916025246,40.4814199726,"147,134"
148134,-79.9798121001,40.4816479416,"148,134"
149134,-79.9680215961,40.4818747087,"149,134"
150134,-79.9562310130,40.4821002737,"150,134"
151134,-79.9444403513,40.4823246367,"151,134"
152134,-79.9326496113,40.4825477977,"152,134"
153134,-79.9208587934,40.4827697567,"153,134"
154134,-79.9090678982,40.4829905135,"154,134"
155134,-79.8972769260,40.4832100684,"155,134"
156134,-79.8854858772,40.4834284211,"156,134"
157134,-79.8736947522,40.4836455717,"157,134"
158134,-79.8619035515,40.4838615203,"158,134"
159134,-79.8501122755,40.4840762667,"159,134"
160134,-79.8383209246,40.4842898110,"160,134"
161134,-79.8265294992,40.4845021532,"161,134"
162134,-79.8147379998,40.4847132932,"162,134"
163134,-79.8029464267,40.4849232311,"163,134"
164134,-79.7911547805,40.4851319668,"164,134"
165134,-79.7793630614,40.4853395003,"165,134"
166134,-79.7675712699,40.4855458316,"166,134"
167134,-79.7557794065,40.4857509607,"167,134"
168134,-79.7439874716,40.4859548876,"168,134"
169134,-79.7321954655,40.4861576123,"169,134"
170134,-79.7204033888,40.4863591348,"170,134"
171134,-79.7086112418,40.4865594550,"171,134"
172134,-79.6968190249,40.4867585729,"172,134"
173134,-79.6850267386,40.4869564886,"173,134"
115135,-80.3685020024,40.4644884941,"115,135"
116135,-80.3567159155,40.4647548852,"116,135"
117135,-80.3449297356,40.4650200748,"117,135"
118135,-80.3331434633,40.4652840631,"118,135"
119135,-80.3213570990,40.4655468499,"119,135"
120135,-80.3095706430,40.4658084352,"120,135"
121135,-80.2977840958,40.4660688190,"121,135"
122135,-80.2859974578,40.4663280014,"122,135"
123135,-80.2742107294,40.4665859822,"123,135"
124135,-80.2624239111,40.4668427616,"124,135"
125135,-80.2506370032,40.4670983394,"125,135"
126135,-80.2388500062,40.4673527156,"126,135"
127135,-80.2270629206,40.4676058903,"127,135"
128135,-80.2152757466,40.4678578635,"128,135"
129135,-80.2034884848,40.4681086350,"129,135"
130135,-80.1917011355,40.4683582049,"130,135"
131135,-80.1799136992,40.4686065733,"131,135"
132135,-80.1681261763,40.4688537400,"132,135"
133135,-80.1563385672,40.4690997050,"133,135"
134135,-80.1445508724,40.4693444685,"134,135"
135135,-80.1327630922,40.4695880302,"135,135"
136135,-80.1209752271,40.4698303903,"136,135"
137135,-80.1091872774,40.4700715487,"137,135"
138135,-80.0973992437,40.4703115054,"138,135"
139135,-80.0856111263,40.4705502603,"139,135"
140135,-80.0738229257,40.4707878136,"140,135"
141135,-80.0620346422,40.4710241651,"141,135"
142135,-80.0502462763,40.4712593148,"142,135"
143135,-80.0384578285,40.4714932628,"143,135"
144135,-80.0266692990,40.4717260090,"144,135"
145135,-80.0148806884,40.4719575535,"145,135"
146135,-80.0030919970,40.4721878961,"146,135"
147135,-79.9913032254,40.4724170369,"147,135"
148135,-79.9795143738,40.4726449759,"148,135"
149135,-79.9677254428,40.4728717130,"149,135"
150135,-79.9559364327,40.4730972483,"150,135"
151135,-79.9441473440,40.4733215817,"151,135"
152135,-79.9323581770,40.4735447133,"152,135"
153135,-79.9205689323,40.4737666430,"153,135"
154135,-79.9087796101,40.4739873707,"154,135"
155135,-79.8969902110,40.4742068966,"155,135"
156135,-79.8852007354,40.4744252205,"156,135"
157135,-79.8734111836,40.4746423426,"157,135"
158135,-79.8616215562,40.4748582626,"158,135"
159135,-79.8498318534,40.4750729807,"159,135"
160135,-79.8380420758,40.4752864969,"160,135"
161135,-79.8262522237,40.4754988111,"161,135"
162135,-79.8144622977,40.4757099232,"162,135"
163135,-79.8026722980,40.4759198334,"163,135"
164135,-79.7908822251,40.4761285416,"164,135"
165135,-79.7790920795,40.4763360477,"165,135"
166135,-79.7673018615,40.4765423518,"166,135"
167135,-79.7555115716,40.4767474539,"167,135"
168135,-79.7437212102,40.4769513539,"168,135"
169135,-79.7319307777,40.4771540519,"169,135"
170135,-79.7201402745,40.4773555478,"170,135"
